Nomor Perkara,No,Nama
10/PID.SUS/TPK/2014/PN.JKT.PST,6,"RINI TRININGSIH, SH."
10/PID.SUS/TPK/2014/PN.JKT.PST,7,"LUKI DWINUGROHO, SH."
10/PID.SUS/TPK/2014/PN.JKT.PST,8,"OLIVIA BR. SEMBIRING, SH."
10/PID.SUS/TPK/2014/PN.JKT.PST,9,SIGIT W. SH
10/PID.SUS/TPK/2014/PN.JKT.PST,10,"RONALD F.W., SH."
10/PID.SUS/TPK/2014/PN.JKT.PST,11,GUNTUR F.F. SH.
10/PID.SUS/TPK/2014/PN.JKT.PST,12,"WAWAN Y., SH."
16/PID.SUS/TPK/2014/PN.JKT.PST,1,"PULUNG RINANDORO, SH."
17/PID.SUS/TPK/2014/PN.JKT.PST,1,Edy Hartoyo
20/PID.SUS/TPK/2014/PN.JKT.PST,1,Silvia Desti  Rosalina
20/PID.SUS/TPK/2014/PN.JKT.PST,2,"BOBBY RUSWIN, SH."
20/PID.SUS/TPK/2014/PN.JKT.PST,3,Ibnu Suud
21/PID.SUS/TPK/2014/PN.JKT.PST,1,K.MS. RONI
21/PID.SUS/TPK/2014/PN.JKT.PST,2,"PULUNG RINANDORO, SH."
21/PID.SUS/TPK/2014/PN.JKT.PST,3,TITIK UTAMI
21/PID.SUS/TPK/2014/PN.JKT.PST,4,ANTONIUS BUDI S.
19/PID.SUS/TPK/2014/PN.JKT.PST,1,Silvia Desti  Rosalina
19/PID.SUS/TPK/2014/PN.JKT.PST,2,"BOBBY RUSWIN, SH."
19/PID.SUS/TPK/2014/PN.JKT.PST,3,Ibnu Suud
18/PID.SUS/TPK/2014/PN.JKT.PST,1,"BOBBY RUSWIN, SH."
18/PID.SUS/TPK/2014/PN.JKT.PST,2,Ibnu Suud
18/PID.SUS/TPK/2014/PN.JKT.PST,3,JUWITA KAYANA
22/PID.SUS/TPK/2014/PN.JKT.PST,1,"SUPARDI, SH."
22/PID.SUS/TPK/2014/PN.JKT.PST,2,"IRENE PUTRI, SH."
22/PID.SUS/TPK/2014/PN.JKT.PST,3,FITROH R. 
22/PID.SUS/TPK/2014/PN.JKT.PST,4,HENDRA A.
23/PID.SUS/TPK/2014/PN.JKT.PST,1,YUDI KRISTINA
24/PID.SUS/TPK/2014/PN.JKT.PST,1,I Kadek W.
24/PID.SUS/TPK/2014/PN.JKT.PST,2,Edy Hartoyo
24/PID.SUS/TPK/2014/PN.JKT.PST,3,Yadi Kristiana
24/PID.SUS/TPK/2014/PN.JKT.PST,4,Ahmad Burhanudin
24/PID.SUS/TPK/2014/PN.JKT.PST,5,Trimulyono
24/PID.SUS/TPK/2014/PN.JKT.PST,6,Eva Yustiana
24/PID.SUS/TPK/2014/PN.JKT.PST,7,Sri Kucoro
25/PID.SUS/TPK/2014/PN.JKT.PST,1,Silvia Desti  Rosalina
25/PID.SUS/TPK/2014/PN.JKT.PST,2,Asep Sontani
25/PID.SUS/TPK/2014/PN.JKT.PST,3,Ibnu Suud
25/PID.SUS/TPK/2014/PN.JKT.PST,4,Bertha W.
25/PID.SUS/TPK/2014/PN.JKT.PST,5,Zulkifli
25/PID.SUS/TPK/2014/PN.JKT.PST,6,Bambang Subiyanto
25/PID.SUS/TPK/2014/PN.JKT.PST,7,Paidi
26/PID.SUS/TPK/2014/PN JKT.PST,1,BUDI H. PANJAITAN
26/PID.SUS/TPK/2014/PN JKT.PST,2,Nopita R.
26/PID.SUS/TPK/2014/PN JKT.PST,3,GUSTI M. SOPHAN
26/PID.SUS/TPK/2014/PN JKT.PST,4,Juli Isnur
27/PID.SUS/TPK/2014/PN.JKT.PST,1,BUDI H. PANJAITAN
27/PID.SUS/TPK/2014/PN.JKT.PST,2,Nopita R.
27/PID.SUS/TPK/2014/PN.JKT.PST,3,Juli Isnur
27/PID.SUS/TPK/2014/PN.JKT.PST,4,GUSTI M. SOPHAN
28/PID.SUS/TPK/2014/PN JKT.PST,1,Ella Angelia
28/PID.SUS/TPK/2014/PN JKT.PST,2,Yoklina Sitepu
28/PID.SUS/TPK/2014/PN JKT.PST,3,Donald T.J.S
28/PID.SUS/TPK/2014/PN JKT.PST,4,Dian Anjari
28/PID.SUS/TPK/2014/PN JKT.PST,5,M. Miftah W.
75/PID.SUS/TPK/2013/PN JKT.PST,1,BUDI H. PANJAITAN
74/PID.SUS/TPK/2013/PN JKT.PST,1,BUDI H. PANJAITAN
78/PID.SUS/TPK/2013/PN JKT.PST,1,EKO BAMBANG R.
77/PID.SUS/TPK/2013/PN JKT.PST,1,BUDI H. PANJAITAN
76/PID.SUS/TPK/2013/PN JKT.PST,1,Eko Bambang Riyadi
79/PID.SUS/TPK/2013/PN JKT.PST,1,EKO BAMBANG R.
80/PID.SUS/TPK/2013/PN JKT.PST,1,K.MS. RONI
83/PID.SUS/TPK/2013/PN JKT.PST,1,EKO BAMBANG R.
82/PID.SUS/TPK/2013/PN JKT.PST,1,"ELY KUSUMASTUTI, SH."
81/PID.SUS/TPK/2013/PN JKT.PST,1,"PULUNG RINANDORO, SH."
84/PID.SUS/TPK/2013/PN JKT.PST,1,RIYONO
85/PID.SUS/TPK/2013/PN JKT.PST,1,RIYONO
1/PID.SUS/TPK/2014/PN.JKT.PST,1,Silvia Pesti  Rosalina
1/PID.SUS/TPK/2014/PN.JKT.PST,2,Berlian D. Nainggolan
1/PID.SUS/TPK/2014/PN.JKT.PST,3,Zulkifli
1/PID.SUS/TPK/2014/PN.JKT.PST,4,Danke Rajagukguk
1/PID.SUS/TPK/2014/PN.JKT.PST,5,Bambang Subiyanti
2/PID.SUS/TPK/2014/PN.JKT.PST,1,Silvia Pesti  Rosalina
2/PID.SUS/TPK/2014/PN.JKT.PST,2,Ibnu Suud
2/PID.SUS/TPK/2014/PN.JKT.PST,3,Asry Retno
2/PID.SUS/TPK/2014/PN.JKT.PST,4,Bertha W.
2/PID.SUS/TPK/2014/PN.JKT.PST,5,Lenny Sebayang
3/PID.SUS/TPK/2014/PN.JKT.PST,1,Eko Bambang Riyadi
3/PID.SUS/TPK/2014/PN.JKT.PST,2,Nopita R.
3/PID.SUS/TPK/2014/PN.JKT.PST,3,Lilies Lestari
3/PID.SUS/TPK/2014/PN.JKT.PST,4,Three Wolse F. Rais
3/PID.SUS/TPK/2014/PN.JKT.PST,5,Sinta Dewi H.
3/PID.SUS/TPK/2014/PN.JKT.PST,6,A. R. Guntoro
4/PID.SUS/TPK/2014/PN.JKT.PST,1,Eko Bambang Riyadi
4/PID.SUS/TPK/2014/PN.JKT.PST,2,SURMA
4/PID.SUS/TPK/2014/PN.JKT.PST,3,"SUKIMAN, SH"
4/PID.SUS/TPK/2014/PN.JKT.PST,4,"FAROUK FAHROZI, SH"
5/PID.SUS/TPK/2014/PN.JKT.PST,1,"NOPRIYANDI, SH"
5/PID.SUS/TPK/2014/PN.JKT.PST,2,"SUKIMAN, SH"
5/PID.SUS/TPK/2014/PN.JKT.PST,3,"A.R. GUNTORO, SH"
6/PID.SUS/TPK/2014/PN.JKT.PST,1,ARIF RAHMANA
6/PID.SUS/TPK/2014/PN.JKT.PST,2,BUDI H. PANJAITAN
6/PID.SUS/TPK/2014/PN.JKT.PST,3,NELLITA ARIANI
7/PID.SUS/TPK/2014/PN.JKT.PST,1,BUDI H. PANJAITAN
7/PID.SUS/TPK/2014/PN.JKT.PST,2,NELLITA ARIANI
7/PID.SUS/TPK/2014/PN.JKT.PST,3,DASTER SITOHANG
7/PID.SUS/TPK/2014/PN.JKT.PST,4,ARIF RAHMANA
8/PID.SUS/TPK/2014/PN.JKT.PST,1,Eko Bambang Riyadi
8/PID.SUS/TPK/2014/PN.JKT.PST,2,NELLITA ARIANI
8/PID.SUS/TPK/2014/PN.JKT.PST,3,DASTER SITOHANG
8/PID.SUS/TPK/2014/PN.JKT.PST,4,ARIF RAHMANA
54/PID.SUS/TPK/2013/PN JKT.PST,1,"PULUNG RINANDORO, SH."
55/PID.SUS/TPK/2013/PN JKT.PST,1,"PULUNG RINANDORO, SH."
57/PID.SUS/TPK/2013/PN JKT.PST,1,"PULUNG RINANDORO, SH."
56/PID.SUS/TPK/2013/PN JKT.PST,1,"PULUNG RINANDORO, SH."
59/PID.SUS/TPK/2013/PN JKT.PST,1,ALFONSIUS G. LOE MAU
58/PID.SUS/TPK/2013/PN JKT.PST,1,ALFONSIUS G. LOE MAU
61/PID.SUS/TPK/2013/PN JKT.PST,1,BUDI H. PANJAITAN
60/PID.SUS/TPK/2013/PN JKT.PST,1,"PULUNG RINANDORO, SH."
62/PID.SUS/TPK/2013/PN JKT.PST,1,"PULUNG RINANDORO, SH."
63/PID.SUS/TPK/2013/PN JKT.PST,1,YUDI KRISTINA
64/PID.SUS/TPK/2013/PN JKT.PST,1,MARTHA P. BERLIANA
65/PID.SUS/TPK/2013/PN JKT.PST,1,EKO BAMBANG R.
66/PID.SUS/TPK/2013/PN JKT.PST,1,I Kadek W.
67/PID.SUS/TPK/2013/PN JKT.PST,1,BUDI H. PANJAITAN
71/PID.SUS/TPK/2013/PN JKT.PST,1,"PULUNG RINANDORO, SH."
70/PID.SUS/TPK/2013/PN JKT.PST,1,IMRAN YUSUF
69/PID.SUS/TPK/2013/PN JKT.PST,1,IMRAN YUSUF
68/PID.SUS/TPK/2013/PN JKT.PST,1,IMRAN YUSUF
72/PID.SUS/TPK/2013/PN JKT.PST,1,I Kadek W.
73/PID.SUS/TPK/2013/PN JKT.PST,1,MARTHA P. BERLIANA
34/PID.SUS/TPK/2013/PN.JKT.PST,1,ALI MUKARTONO
35/PID.SUS/TPK/2013/PN.JKT.PST,1,IMMANUEL RICHENDRY
36/PID.SUS/TPK/2013/PN.JKT.PST,1,MUHIBUDDIN
37/PID.SUS/TPK/2013/PN.JKT.PST,1,ENNEN S
38/PID.SUS/TPK/2013/PN.JKT.PST,1,MUHIBUDDIN
39/PID.SUS/TPK/2013/PN.JKT.PST,1,MUHIBUDDIN
40/PID.SUS/TPK/2013/PN.JKT.PST,1,ERICH FOLANDA
41/PID.SUS/TPK/2013/PN.JKT.PST,1,RISMA A
42/PID.SUS/TPK/2013/PN.JKT.PST,1,Nopita R.
43/PID.SUS/TPK/2013/PN.JKT.PST,1,ALI MUKARTONO
44/PID.SUS/TPK/2013/PN.JKT.PST,1,YUDI KRISTINA
45/PID.SUS/TPK/2013/PN.JKT.PST,1,ERICH FOLANDA
47/PID.SUS/TPK/2013/PN.JKT.PST,1,YUDI KRISTINA
46/PID.SUS/TPK/2013/PN.JKT.PST,1,YUDI KRISTINA
48/PID.SUS/TPK/2013/PN.JKT.PST,1,RIYONO
49/PID.SUS/TPK/2013/PN.JKT.PST,1,"BUDI PANJAITAN, SH."
52/PID.SUS/TPK/2013/PN JKT.PST,1,EKO BAMBANG R.
50/PID.SUS/TPK/2013/PN JKT.PST,1,EKO BAMBANG R.
51/PID.SUS/TPK/2013/PN JKT.PST,1,EKO BAMBANG R.
53/PID.SUS/TPK/2013/PN JKT.PST,1,EKO BAMBANG R.
12/PID.SUS/TPK/2013/PN.JKT.PST,1,"HARSINI, SH"
11/PID.SUS/TPK/2013/PN.JKT.PST,1,"ROLAND H, SH"
10/PID.SUS/TPK/2013/PN.JKT.PST,1,"ROLAND H, SH"
19/PID.SUS/TPK/2013/PN.JKT.PST,1,I Kadek W.
18/PID.SUS/TPK/2013/PN.JKT.PST,1,"ROLAND H, SH"
17/PID.SUS/TPK/2013/PN.JKT.PST,1,"ROLAND H, SH"
20/PID.SUS/TPK/2013/PN.JKT.PST,1,I Kadek W.
21/PID.SUS/TPK/2013/PN.JKT.PST,1,ELLY SUPAINI
23/PID.SUS/TPK/2013/PN.JKT.PST,1,NELLITA ARIANI
22/PID.SUS/TPK/2013/PN.JKT.PST,1,IMMANUEL RICHENDRY
25/PID.SUS/TPK/2013/PN.JKT.PST,1,ERICH FOLANDA
24/PID.SUS/TPK/2013/PN.JKT.PST,1,ERICH FOLANDA
27/PID.SUS/TPK/2013/PN.JKT.PST,1,ERNY V. M.
26/PID.SUS/TPK/2013/PN.JKT.PST,1,SURMA
29/PID.SUS/TPK/2013/PN.JKT.PST,1,I Kadek W.
28/PID.SUS/TPK/2013/PN.JKT.PST,1,ERICH FOLANDA
33/PID.SUS/TPK/2013/PN.JKT.PST,1,ENNEN S
32/PID.SUS/TPK/2013/PN.JKT.PST,1,Eren S
31/PID.SUS/TPK/2013/PN.JKT.PST,1,ARIF Z
30/PID.SUS/TPK/2013/PN.JKT.PST,1,ARIF Z
80/PID.SUS/TPK/2012/PN.JKT.PST,1,PRAMA DJASA M
00081/PID.B/TPKOR/2012/PN.JKT.PST,1,SURMA
00082/PID.B/TPKOR/2012/PN.JKT.PST,1,Sugeng Sumarno
00083/PID.B/TPKOR/2012/PN.JKT.PST,1,Sugeng Sumarno
00084/PID.B/TPKOR/2012/PN.JKT.PST,1,MARTHA P. BERLIANA
00085/PID.B/TPKOR/2012/PN.JKT.PST,1,FITRI ZULFAHMI
1/PID.SUS/TPK/2013/PN.JKT.PST,1,Fadil Z.
3/PID.SUS/TPK/2013/PN.JKT.PST,1,NELLITA ARIANI
2/PID.SUS/TPK/2013/PN.JKT.PST,1,FITRI ZULFAHMI
4/PID.SUS/TPK/2013/PN JKT.PST,1,K.MS. RONI
5/PID.SUS/TPK/2013/PN.JKT.PST,1,SURMA
6/PID.SUS/TPK/2013/PN.JKT.PST,1,SURMA
6/PID.SUS/TPK/2013/PN.JKT.PST,2,RUDY HARTONO
6/PID.SUS/TPK/2013/PN.JKT.PST,3,ARIF RAHMANA
7/PID.SUS/TPK/2013/PN.JKT.PST,1,Nopita R.
8/PID.SUS/TPK/2013/PN.JKT.PST,1,NOPITA R. SOUTH
9/PID.SUS/TPK/2013/PN.JKT.PST,1,SURMA
16/PID.SUS/TPK/2013/PN.JKT.PST,1,"ROLAND H, SH"
15/PID.SUS/TPK/2013/PN.JKT.PST,1,"ROLANDO R., SH."
14/PID.SUS/TPK/2013/PN.JKT.PST,1,"HARSINI, SH"
13/PID.SUS/TPK/2013/PN.JKT.PST,1,Nauli Rahim
00058/PID.B/TPKOR/2012/PN.JKT.PST,1,FATONI HATAM
00059/PID.B/TPKOR/2012/PN.JKT.PST,1,MUHIBUDDIN
00061/PID.B/TPKOR/2012/PN.JKT.PST,1,IMMANUEL RICHENDRY
00064/PID.B/TPKOR/2012/PN.JKT.PST,1,"SUPARDI, SH."
00065/PID.B/TPKOR/2012/PN.JKT.PST,1,AGUS SALIM
00067/PID.B/TPKOR/2012/PN.JKT.PST,1,NELLITA ARIANI
00068/PID.B/TPKOR/2012/PN.JKT.PST,1,I Kadek W.
00069/PID.B/TPKOR/2012/PN.JKT.PST,1,I Kadek W.
72/PID.B/TPKOR/2012/PN JKT.PST,1,M. RIZAL S.
00071/PID.B/TPKOR/2012/PN.JKT.PST,1,NELLITA ARIANI
00075/PID.B/TPKOR/2012/PN.JKT.PST,1,EDI HANDOJO
76/PID.SUS/TPK/2012/PN.,1,Edy Hartoyo
78/PID.SUS/TPK/2012/PN.JKT.PST,1,NOPITA R. SOUTH
00038/PID.B/TPKOR/2012/PN.JKT.PST,1,ELLY SUPAINI
00045/PID.B/TPKOR/2012/PN.JKT.PST,1,SUBEKHAN
43/PID.SUS/TPK/2012/PN.,1,"DEDI SEFTIYANTO, SH."
44/PID.SUS/TPK/2012/PN.,1,IBN.WISWANTANA
00047/PID.B/TPKOR/2012/PN.JKT.PST,1,Amril Rigo
00047/PID.B/TPKOR/2012/PN.JKT.PST,2,Ranny I
00047/PID.B/TPKOR/2012/PN.JKT.PST,3,AGUSTINUS H.
00046/PID.B/TPKOR/2012/PN.JKT.PST,1,Nopita R.
49/PID.B/TPK/2012/PN JKT.PST,1,SUWARSONO
00050/PID.B/TPKOR/2012/PN.JKT.PST,1,SUWARSONO
00051/PID.B/TPKOR/2012/PN.JKT.PST,1,KUNTADI
00054/PID.B/TPKOR/2012/PN.JKT.PST,1,AGUS SALIM
00056/PID.B/TPKOR/2012/PN.JKT.PST,1,NELLITA ARIANI
00057/PID.B/TPKOR/2012/PN.JKT.PST,1,NELLITA ARIANI
23/PID.B/TPKOR/2012/PN JKT.PST,1,"ROLAND H, SH"
22/PID.B/TPK/2012/PN JKT.PST,1,HENDRA A.
00024/PID.B/TPKOR/2012/PN.JKT.PST,1,GUSTI M. SOPHAN
00025/PID.B/TPKOR/2012/PN.JKT.PST,1,Amril Rigo
00027/PID.B/TPKOR/2012/PN.JKT.PST,1,KUNTADI
00030/PID.B/TPKOR/2012/PN.JKT.PST,1,I Kadek W.
00031/PID.B/TPKOR/2012/PN.JKT.PST,1,ESTER.P.T.SIBUEA
00032/PID.B/TPKOR/2012/PN.JKT.PST,1,ESTER.P.T.SIBUEA
00032/PID.B/TPKOR/2012/PN.JKT.PST,2,"LISBETH HUTAHEAN,SH"
00032/PID.B/TPKOR/2012/PN.JKT.PST,3,ELLY SUPAINI
00035/PID.B/TPKOR/2012/PN.JKT.PST,1,IBN.WISWANTANA
37/PID.B/TPK/2012/PN JKT.PST,1,"LISBETH HUTAHEAN,SH"
00036/PID.B/TPKOR/2012/PN.JKT.PST,1,"LISBETH HUTAHEAN,SH"
00076/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
78/PID.SUS/TPK/2011/PN.,1,Amril Rigo
00013/PID.B/TPKOR/2012/PN.JKT.PST,1,NELLITA ARIANI
00056/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00057/PID.B/TPKOR/2011/PN.JKT.PST,1,M. RONI SH.
00058/PID.B/TPKOR/2011/PN.JKT.PST,1,K.MS. RONI
00059/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00060/PID.B/TPKOR/2011/PN.JKT.PST,1,I Kadek W.
00063/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00064/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00065/PID.B/TPKOR/2011/PN.JKT.PST,1,"SUPARDI, SH."
00066/PID.B/TPKOR/2011/PN.JKT.PST,1,Edy Hartoyo
00070/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00036/PID.B/TPKOR/2011/PN.JKT.PST,1,Irwan Setiawan
00037/PID.B/TPKOR/2011/PN.JKT.PST,1,RISMA A
00038/PID.B/TPKOR/2011/PN.JKT.PST,1,K.MS. RONI
00039/PID.B/TPKOR/2011/PN.JKT.PST,1,"IRENE PUTRI, SH."
00040/PID.B/TPKOR/2011/PN.JKT.PST,1,"VICTOR ANTONIUS S, SH.,MH."
00041/PID.B/TPKOR/2011/PN.JKT.PST,1,K.MS. RONI
00043/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00044/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00045/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00046/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00047/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00048/PID.B/TPKOR/2011/PN.JKT.PST,1,AGUS SALIM
00049/PID.B/TPKOR/2011/PN.JKT.PST,1,"SUPARDI, SH."
00050/PID.B/TPKOR/2011/PN.JKT.PST,1,M. RONI SH.
00051/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00052/PID.B/TPKOR/2011/PN.JKT.PST,1,M. RONI SH.
00053/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00054/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00055/PID.B/TPKOR/2011/PN.JKT.PST,1,Amril Rigo
00016/PID.B/TPKOR/2011/PN.JKT.PST,1,SUWARDJI
00016/PID.B/TPKOR/2011/PN.JKT.PST,2,I. KADEK WIRADANA
00016/PID.B/TPKOR/2011/PN.JKT.PST,3,EDY HARTOYO
00016/PID.B/TPKOR/2011/PN.JKT.PST,4,ANANG SUPRIATNA
00017/PID.B/TPKOR/2011/PN.JKT.PST,1,DWI ARIES SUDARTO
00017/PID.B/TPKOR/2011/PN.JKT.PST,2,MALINO PRANDUK
00017/PID.B/TPKOR/2011/PN.JKT.PST,3,JAYA P. SITOMPUL
00018/PID.B/TPKOR/2011/PN.JKT.PST,1,AGUS SALIM
00018/PID.B/TPKOR/2011/PN.JKT.PST,2,HANDARBENI SAYEKTI
00018/PID.B/TPKOR/2011/PN.JKT.PST,3,RACHMAT SUPRIADY
00019/PID.B/TPKOR/2011/PN.JKT.PST,1,MOHAMAD RUM
00019/PID.B/TPKOR/2011/PN.JKT.PST,2,RIYONO
00019/PID.B/TPKOR/2011/PN.JKT.PST,3,SISWANTO
00019/PID.B/TPKOR/2011/PN.JKT.PST,4,ANDI SUHARLIS
00020/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00021/PID.B/TPKOR/2011/PN.JKT.PST,1,FATONI HATAM
00022/PID.B/TPKOR/2011/PN.JKT.PST,1,FATONI HATAM
00023/PID.B/TPKOR/2011/PN.JKT.PST,1,K.MS. RONI
00024/PID.B/TPKOR/2011/PN.JKT.PST,1,FATONI HATAM
00025/PID.B/TPKOR/2011/PN.JKT.PST,1,FATONI HATAM
00026/PID.B/TPKOR/2011/PN.JKT.PST,1,SURMA
00027/PID.B/TPKOR/2011/PN.JKT.PST,1,ERNY V. M.
00028/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00029/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00030/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00031/PID.B/TPKOR/2011/PN.JKT.PST,1,AGUS SALIM
00032/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00033/PID.B/TPKOR/2011/PN.JKT.PST,1,AGUS SALIM
00034/PID.B/TPKOR/2011/PN.JKT.PST,1,DASTER SITOHANG
00035/PID.B/TPKOR/2011/PN.JKT.PST,1,"ROLAND H, SH"
00030/PID.B/TPKOR/2010/PN.JKT.PST,1,AGUS SALIM
00030/PID.B/TPKOR/2010/PN.JKT.PST,2,NUR CHUSNIAH
00030/PID.B/TPKOR/2010/PN.JKT.PST,3,HANDARBENI SAYEKTI
00030/PID.B/TPKOR/2010/PN.JKT.PST,4,RACHMAT SUPRIADY
00030/PID.B/TPKOR/2010/PN.JKT.PST,5,AGUS SALIM
00031/PID.B/TPKOR/2010/PN.JKT.PST,1,ZET TADUNG ALLO
00031/PID.B/TPKOR/2010/PN.JKT.PST,2,SUPARDI
00031/PID.B/TPKOR/2010/PN.JKT.PST,3,ELI KUSUMASTUTI
00032/PID.B/TPKOR/2010/PN.JKT.PST,1,MOHAMMAD RUM
00032/PID.B/TPKOR/2010/PN.JKT.PST,2,RIYONO
00032/PID.B/TPKOR/2010/PN.JKT.PST,3,SISWANTO
00032/PID.B/TPKOR/2010/PN.JKT.PST,4,ANDI SUHARLIS
00033/PID.B/TPKOR/2010/PN.JKT.PST,1,SARJONO TURIN
00033/PID.B/TPKOR/2010/PN.JKT.PST,2,DWI ARIES SUDARTO
00034/PID.B/TPKOR/2010/PN.JKT.PST,1,ZET TADUNG ALLO
00034/PID.B/TPKOR/2010/PN.JKT.PST,2,SUPARDI
00034/PID.B/TPKOR/2010/PN.JKT.PST,3,IRENE PUTRIE
00034/PID.B/TPKOR/2010/PN.JKT.PST,4,ELI KUSUMASTUTI
00001/PID.B/TPKOR/2011/PN.JKT.PST,1,"SYAHROLI, SH"
00001/PID.B/TPKOR/2011/PN.JKT.PST,2,"DAVID ROZI, SH"
00001/PID.B/TPKOR/2011/PN.JKT.PST,3,"ASEP KURNIAWAN CAKRAPUTRA, SH"
00001/PID.B/TPKOR/2011/PN.JKT.PST,4,"ROLAND H HUTAHEAN, SH"
00001/PID.B/TPKOR/2011/PN.JKT.PST,5,"YUSUF DARMA PUTRA, SH"
00001/PID.B/TPKOR/2011/PN.JKT.PST,6,"YON YUVIARSO, SH"
00002/PID.B/TPKOR/2011/PN.JKT.PST,1,"BIMO BUDI HARTONO, SH"
00002/PID.B/TPKOR/2011/PN.JKT.PST,2,"ROLAND H HUTAHEAN, SH"
00002/PID.B/TPKOR/2011/PN.JKT.PST,3,"TEGUH SUHENDRO, SH"
00002/PID.B/TPKOR/2011/PN.JKT.PST,4,"YUSUF DARMA PUTRA, SH"
00002/PID.B/TPKOR/2011/PN.JKT.PST,5,"HARSINI, SH"
00002/PID.B/TPKOR/2011/PN.JKT.PST,6,"YON YUVIARSO, SH"
00003/PID.B/TPKOR/2011/PN.JKT.PST,1,"DWI ARIES, SH"
00003/PID.B/TPKOR/2011/PN.JKT.PST,2,"SUDARTA, SH.MH"
00003/PID.B/TPKOR/2011/PN.JKT.PST,3,"MALINO P, SH"
00003/PID.B/TPKOR/2011/PN.JKT.PST,4,"JAYA P, SH"
00004/PID.B/TPKOR/2011/PN.JKT.PST,1,"MUHAMAD SUMARTONO, SH"
00004/PID.B/TPKOR/2011/PN.JKT.PST,2,"SLAMET RIYADI, SH"
00004/PID.B/TPKOR/2011/PN.JKT.PST,3,"SUWANDA, SH"
00005/PID.B/TPKOR/2011/PN.JKT.PST,1,"SUWARJI, SH"
00005/PID.B/TPKOR/2011/PN.JKT.PST,2,"KADEK WIRADANA, SH"
00005/PID.B/TPKOR/2011/PN.JKT.PST,3,"EDY HARTOYO, SH"
00005/PID.B/TPKOR/2011/PN.JKT.PST,4,"ANANG SUPRIATNA, SH"
00006/PID.B/TPKOR/2011/PN.JKT.PST,1,ZAINUL ARIFIN
00006/PID.B/TPKOR/2011/PN.JKT.PST,2,VICTOR A. SIDABUTAR
00006/PID.B/TPKOR/2011/PN.JKT.PST,3,YUNI DARU
00006/PID.B/TPKOR/2011/PN.JKT.PST,4,BUSTAMAN
00006/PID.B/TPKOR/2011/PN.JKT.PST,5,HENDRO DEWANTO
00006/PID.B/TPKOR/2011/PN.JKT.PST,6,"ROLAND H HUTAHEAN, SH"
00006/PID.B/TPKOR/2011/PN.JKT.PST,7,"YUSUF DARMA PUTRA, SH"
00006/PID.B/TPKOR/2011/PN.JKT.PST,8,"YON YUVIARSO, SH"
00007/PID.B/TPKOR/2011/PN.JKT.PST,1,"CHATARINA MULIANA SH,SE,MH"
00007/PID.B/TPKOR/2011/PN.JKT.PST,2,"MUHIBUDIN SH,MH"
00007/PID.B/TPKOR/2011/PN.JKT.PST,3,"RISMA ANSYARI, SH"
00007/PID.B/TPKOR/2011/PN.JKT.PST,4,"AFNI CAROLINA SH,MH"
00008/PID.B/TPKOR/2011/PN.JKT.PST,1,"MARTHA PB, SH"
00008/PID.B/TPKOR/2011/PN.JKT.PST,2,"HAZAIRIN, SH"
00008/PID.B/TPKOR/2011/PN.JKT.PST,3,SUWARSONO
00008/PID.B/TPKOR/2011/PN.JKT.PST,4,RAHMAH
00009/PID.B/TPKOR/2011/PN.JKT.PST,1,"MARTHA PB, SH"
00009/PID.B/TPKOR/2011/PN.JKT.PST,2,"HAZAIRIN, SH"
00009/PID.B/TPKOR/2011/PN.JKT.PST,3,IBNU SUUD
00009/PID.B/TPKOR/2011/PN.JKT.PST,4,RD KOSWARA
00010/PID.B/TPKOR/2011/PN.JKT.PST,1,yulianto
00010/PID.B/TPKOR/2011/PN.JKT.PST,2,ZAINUL ARIFIN
00010/PID.B/TPKOR/2011/PN.JKT.PST,3,VICTOR A. SIDABUTAR
00010/PID.B/TPKOR/2011/PN.JKT.PST,4,"ROLAND S HUTAHEAN, SH"
00010/PID.B/TPKOR/2011/PN.JKT.PST,5,"YUSUF DARMA PUTRA, SH"
00010/PID.B/TPKOR/2011/PN.JKT.PST,6,YOS YUFIARSO
00011/PID.B/TPKOR/2011/PN.JKT.PST,1,FEBRI ADRIANSYAH
