Nomor Perkara,Tanggal Penetapan,Nama Hakim/Majelis Hakim,Posisi,Aktif
4/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 17 Jan. 2013","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
5/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 30 Jan. 2013","SUJATMIKO, SH. MH",Hakim Ketua,Ya
5/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 30 Jan. 2013","Pangeran Napitupulu, SH. MH.",Hakim Anggota,Ya
5/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 30 Jan. 2013","Tatik Hadiyanti, SH. MH.",Hakim Anggota,Ya
5/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 30 Jan. 2013","Slamet Subagyo,SH.",Hakim Anggota,Ya
5/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 30 Jan. 2013",SOFIALDI,Hakim Anggota,Ya
6/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","ANTONIUS WIDIJANTONO, SH.",Hakim Ketua,Ya
6/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
6/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","Anwar,SH.",Hakim Anggota,Ya
7/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","ANNAS MUSTAQIM, SH. MHum.",Hakim Ketua,Ya
7/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","ANTONIUS WIDIJANTONO, SH.",Hakim Anggota,Ya
7/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","Anwar,SH.",Hakim Anggota,Ya
8/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","ANNAS MUSTAQIM, SH. MHum.",Hakim Ketua,Ya
8/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","ANTONIUS WIDIJANTONO, SH.",Hakim Anggota,Ya
8/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","Ugo,SH.",Hakim Anggota,Ya
9/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","ANTONIUS WIDIJANTONO, SH.",Hakim Ketua,Ya
9/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
9/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","Ugo,SH.",Hakim Anggota,Ya
16/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013",GUSRIZAL,Hakim Ketua,Ya
16/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","Tatik Hadiyanti, SH. MH.",Hakim Anggota,Ya
16/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013",SOFIALDI,Hakim Anggota,Ya
15/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013",GUSRIZAL,Hakim Ketua,Ya
15/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","Pangeran Napitupulu, SH. MH.",Hakim Anggota,Ya
15/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
14/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013",GUSRIZAL,Hakim Ketua,Ya
14/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","Tatik Hadiyanti, SH. MH.",Hakim Anggota,Ya
14/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
13/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","Tatik Hadiyanti, SH. MH.",Hakim Ketua,Ya
13/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","Pangeran Napitupulu, SH. MH.",Hakim Anggota,Ya
13/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
00058/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 17 Sep. 2012","DR. MARSUDIN NAINGGOLAN, SH.MH",Hakim Ketua,Ya
00058/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 17 Sep. 2012","AVIANTARA, SH. MHum.",Hakim Anggota,Ya
00058/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 17 Sep. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
00058/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 17 Sep. 2012","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
00058/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 17 Sep. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00059/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 19 Sep. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00059/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 19 Sep. 2012","AVIANTARA, SH. MHum.",Hakim Anggota,Ya
00059/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 19 Sep. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
00059/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 19 Sep. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00059/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 19 Sep. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00060/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00060/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012","AVIANTARA, SH. MHum.",Hakim Anggota,Ya
00060/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
00060/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012",SOFIALDI,Hakim Anggota,Ya
00060/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00061/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00061/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
00061/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
00061/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012",SOFIALDI,Hakim Anggota,Ya
00061/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 27 Sep. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00063/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 01 Okt. 2012","Pangeran Napitupulu, SH. MH.",Hakim Ketua,Ya
00063/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 01 Okt. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00063/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 01 Okt. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00062/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 04 Okt. 2012","Suhartoyo, SH. MH.",Hakim Ketua,Ya
00062/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 04 Okt. 2012","Pangeran Napitupulu, SH. MH.",Hakim Anggota,Ya
00062/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 04 Okt. 2012","SUJATMIKO, SH. MH",Hakim Anggota,Ya
00062/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 04 Okt. 2012","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
00062/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 04 Okt. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00064/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 16 Okt. 2012",GUSRIZAL,Hakim Ketua,Ya
00064/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 16 Okt. 2012","DR. MARSUDIN NAINGGOLAN, SH.MH",Hakim Anggota,Ya
00064/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 16 Okt. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
00064/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 16 Okt. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00064/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 16 Okt. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00065/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","Dr. SUDHARMAWATININGSIH, SH, MHum.",Hakim Ketua,Ya
00065/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","SUJATMIKO, SH. MH",Hakim Anggota,Ya
00065/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","Anwar,SH.",Hakim Anggota,Ya
00065/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
00065/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00066/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","AVIANTARA, SH. MHum.",Hakim Ketua,Ya
00066/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
00066/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","Ugo,SH.",Hakim Anggota,Ya
00067/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 19 Okt. 2012","Suhartoyo, SH. MH.",Hakim Ketua,Ya
00067/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 19 Okt. 2012","Anwar,SH.",Hakim Anggota,Ya
00067/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 19 Okt. 2012","Ugo,SH.",Hakim Anggota,Ya
00068/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012","Tatik Hadiyanti, SH. MH.",Hakim Ketua,Ya
00068/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012","Pangeran Napitupulu, SH. MH.",Hakim Anggota,Ya
00068/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012","Ugo,SH.",Hakim Anggota,Ya
00068/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00068/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00069/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012","Pangeran Napitupulu, SH. MH.",Hakim Ketua,Ya
00069/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012","Tatik Hadiyanti, SH. MH.",Hakim Anggota,Ya
00069/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00069/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012","Ugo,SH.",Hakim Anggota,Ya
00069/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 23 Okt. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00070/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 02 Nov. 2012","AVIANTARA, SH. MHum.",Hakim Ketua,Ya
00070/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 02 Nov. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
00070/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 02 Nov. 2012","Ugo,SH.",Hakim Anggota,Ya
72/PID.B/TPKOR/2012/PN JKT.PST,"Kamis, 08 Nov. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
72/PID.B/TPKOR/2012/PN JKT.PST,"Kamis, 08 Nov. 2012","AVIANTARA, SH. MHum.",Hakim Anggota,Ya
72/PID.B/TPKOR/2012/PN JKT.PST,"Kamis, 08 Nov. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
72/PID.B/TPKOR/2012/PN JKT.PST,"Kamis, 08 Nov. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
72/PID.B/TPKOR/2012/PN JKT.PST,"Kamis, 08 Nov. 2012",SOFIALDI,Hakim Anggota,Ya
00071/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 08 Nov. 2012","AVIANTARA, SH. MHum.",Hakim Ketua,Ya
00071/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 08 Nov. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
00071/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 08 Nov. 2012","Ugo,SH.",Hakim Anggota,Ya
00073/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012","Pangeran Napitupulu, SH. MH.",Hakim Ketua,Ya
00073/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00073/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00074/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012","Pangeran Napitupulu, SH. MH.",Hakim Ketua,Ya
00074/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00074/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00075/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012","AVIANTARA, SH. MHum.",Hakim Ketua,Ya
00075/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
00075/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 19 Nov. 2012","Ugo,SH.",Hakim Anggota,Ya
76/PID.SUS/TPK/2012/PN.,"Selasa, 20 Nov. 2012",GUSRIZAL,Hakim Ketua,Ya
76/PID.SUS/TPK/2012/PN.,"Selasa, 20 Nov. 2012","Tatik Hadiyanti, SH. MH.",Hakim Anggota,Ya
76/PID.SUS/TPK/2012/PN.,"Selasa, 20 Nov. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
76/PID.SUS/TPK/2012/PN.,"Selasa, 20 Nov. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
76/PID.SUS/TPK/2012/PN.,"Selasa, 20 Nov. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
78/PID.SUS/TPK/2012/PN.JKT.PST,"Rabu, 05 Des. 2012","Suhartoyo, SH. MH.",Hakim Ketua,Ya
78/PID.SUS/TPK/2012/PN.JKT.PST,"Rabu, 05 Des. 2012","Anwar,SH.",Hakim Anggota,Ya
78/PID.SUS/TPK/2012/PN.JKT.PST,"Rabu, 05 Des. 2012","Ugo,SH.",Hakim Anggota,Ya
00038/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 27 Jun. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00038/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 27 Jun. 2012","HERDI AGUSTEN, SH.MHUM",Hakim Anggota,Ya
00038/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 27 Jun. 2012","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
00038/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 27 Jun. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00038/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 27 Jun. 2012","Ugo,SH.",Hakim Anggota,Ya
00039/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 10 Jul. 2012",GUSRIZAL,Hakim Ketua,Ya
00039/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 10 Jul. 2012","HERDI AGUSTEN, SH.MHUM",Hakim Anggota,Ya
00039/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 10 Jul. 2012",SOFIALDI,Hakim Anggota,Ya
00039/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 10 Jul. 2012","Anwar,SH.",Hakim Anggota,Ya
00039/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 10 Jul. 2012","Ugo,SH.",Hakim Anggota,Ya
00040/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 17 Jul. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00040/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 17 Jul. 2012","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
00040/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 17 Jul. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00041/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 24 Jul. 2012","DR. MARSUDIN NAINGGOLAN, SH.MH",Hakim Ketua,Ya
00041/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 24 Jul. 2012","Pangeran Napitupulu, SH. MH.",Hakim Anggota,Ya
00041/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 24 Jul. 2012","Tatik Hadiyanti, SH. MH.",Hakim Anggota,Ya
00041/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 24 Jul. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00041/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 24 Jul. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00042/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 30 Jul. 2012","Pangeran Napitupulu, SH. MH.",Hakim Ketua,Ya
00042/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 30 Jul. 2012","Tatik Hadiyanti, SH. MH.",Hakim Anggota,Ya
00042/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 30 Jul. 2012","DR. MARSUDIN NAINGGOLAN, SH.MH",Hakim Anggota,Ya
00042/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 30 Jul. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00042/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 30 Jul. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00045/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 02 Agu. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00045/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 02 Agu. 2012","AVIANTARA, SH. MHum.",Hakim Anggota,Ya
00045/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 02 Agu. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
00045/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 02 Agu. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
00045/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 02 Agu. 2012",SOFIALDI,Hakim Anggota,Ya
43/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
43/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012","AVIANTARA, SH. MHum.",Hakim Anggota,Ya
43/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
43/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
43/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012",SOFIALDI,Hakim Anggota,Ya
44/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
44/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012","AVIANTARA, SH. MHum.",Hakim Anggota,Ya
44/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
44/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
44/PID.SUS/TPK/2012/PN.,"Kamis, 02 Agu. 2012",SOFIALDI,Hakim Anggota,Ya
00047/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 07 Agu. 2012","Tatik Hadiyanti, SH. MH.",Hakim Ketua,Ya
00047/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 07 Agu. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00047/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 07 Agu. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00046/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 07 Agu. 2012","Tatik Hadiyanti, SH. MH.",Hakim Ketua,Ya
00046/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 07 Agu. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00046/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 07 Agu. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
49/PID.B/TPK/2012/PN JKT.PST,"Kamis, 09 Agu. 2012",GUSRIZAL,Hakim Ketua,Ya
49/PID.B/TPK/2012/PN JKT.PST,"Kamis, 09 Agu. 2012","Anwar,SH.",Hakim Anggota,Ya
49/PID.B/TPK/2012/PN JKT.PST,"Kamis, 09 Agu. 2012","Ugo,SH.",Hakim Anggota,Ya
00050/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012",GUSRIZAL,Hakim Ketua,Ya
00050/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012","Anwar,SH.",Hakim Anggota,Ya
00050/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012","Ugo,SH.",Hakim Anggota,Ya
00048/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012","Dr. SUDHARMAWATININGSIH, SH, MHum.",Hakim Ketua,Ya
00048/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012","SUJATMIKO, SH. MH",Hakim Anggota,Ya
00048/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012","Anwar,SH.",Hakim Anggota,Ya
00048/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
00048/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00051/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 27 Agu. 2012","Suhartoyo, SH. MH.",Hakim Ketua,Ya
00051/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 27 Agu. 2012","Anwar,SH.",Hakim Anggota,Ya
00051/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 27 Agu. 2012","Ugo,SH.",Hakim Anggota,Ya
00052/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012",GUSRIZAL,Hakim Ketua,Ya
00052/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012","DR. MARSUDIN NAINGGOLAN, SH.MH",Hakim Anggota,Ya
00052/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
00052/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00052/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00053/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012",GUSRIZAL,Hakim Ketua,Ya
00053/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012","DR. MARSUDIN NAINGGOLAN, SH.MH",Hakim Anggota,Ya
00053/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
00053/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012","I MADE HENDRA KUSUMA,S.H.",Hakim Anggota,Ya
00053/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012",JOKO SUBAGYO,Hakim Anggota,Ya
00054/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Agu. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00054/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Agu. 2012","DR. MARSUDIN NAINGGOLAN, SH.MH",Hakim Anggota,Ya
00054/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Agu. 2012","AVIANTARA, SH. MHum.",Hakim Anggota,Ya
00054/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Agu. 2012","HENDRA YOSPIN,SH.",Hakim Anggota,Ya
00054/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Agu. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00055/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 06 Sep. 2012","Tatik Hadiyanti, SH. MH.",Hakim Ketua,Ya
00055/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 06 Sep. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
00055/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 06 Sep. 2012",SOFIALDI,Hakim Anggota,Ya
00056/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 14 Sep. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00056/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 14 Sep. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
00056/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 14 Sep. 2012","Slamet Subagyo,SH.",Hakim Anggota,Ya
00057/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 14 Sep. 2012","SUJATMIKO, SH. MH",Hakim Ketua,Ya
00057/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 14 Sep. 2012","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
